slug,url,title,price,description,image_urls,image_count,thumb_img,seller_name,seller_score,seller_reviews,seller_location,seller_lat,seller_lon,seller_member_since,seller_account_days,seller_verifications,seller_items_sold,favorites,search_region,scraped_at,is_fraud,price_log,price_z,price_pct_below_median,price_suspicious_low,price_zero,title_len,desc_len,desc_title_ratio,fraud_kw_count,legit_kw_count,has_phone_number,has_external_contact,exclamation_count,caps_ratio,desc_too_short,seller_new_account,seller_very_new,seller_no_reviews,seller_low_score,seller_days_log,seller_unverified,no_images,few_images,fraud_score_heuristic,fraud_probability,prediction,prediction_label
macbook-pro-13-mediados-2014-1243011536,https://es.wallapop.com/item/macbook-pro-13-mediados-2014-1243011536,1 / 8,100.0,"Vendo MacBook Pro (13-inch, Mid 2014) totalmente funcional. Va fluido y sigue rindiendo perfectamente para el día a día.

⚡ i5 2,6 GHz – rápido para trabajo y estudios
💾 120 GB SSD – arranque en segundos
💻 Pantalla 13” – cómoda y portátil

Ideal para:
✔ Estudiantes
✔ Ofimática (Word, Excel, etc.)
✔ Navegar, ver pelis, tareas diarias

🔌 Incluye cargador
🔋 Batería en uso normal

💥 Precio ajustado para vender YA
💥 No cambios / no mareantes
💥 El primero que venga se lo lleva

* Altavoces con sonido algo distorsionado. Con auriculares va perfecto.
Color
Gris",https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763562.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763597.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763577.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763587.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763621.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763568.jpg?pictureSize=W640,35,https://cdn.wallapop.com/images/10420/kk/21/__/c10420p1243011536/i6374763562.jpg?pictureSize=W640,,5.0,13,Catral,,,desconocida,-1,0,0,4,Valencia,2026-03-19 23:14:28,0,4.61512051684126,-0.1024570176703258,0.2857142857122449,0,0,5,559,93.16666666666669,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.02990892979576815,0,Legítimo
macbook-pro-13-2017-plata-1239770867,https://es.wallapop.com/item/macbook-pro-13-2017-plata-1239770867,1 / 4,180.0,"MacBook Pro de 13 pulgadas del año 2017 en muy buen estado. Un portátil fiable y potente.

- Pantalla Retina.
- Procesador Intel Core i5.
- 8 GB de memoria RAM.
- Disco SSD de 128 GB.
- Teclado retroiluminado.
bateria dura 4 HORAS


NO HAY DESCUENTO. El precio que pone
Color
Gris",https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613583.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613602.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613593.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613608.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613583.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613602.jpg?pictureSize=W320,41,https://cdn.wallapop.com/images/10420/ki/4l/__/c10420p1239770867/i6354613583.jpg?pictureSize=W640,,4.85,60,Valencia,,,desconocida,-1,0,0,29,Valencia,2026-03-19 23:14:35,0,5.198497031265826,0.1024570176703258,0.0,0,0,5,280,46.66666666666666,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.0507969041947167,0,Legítimo
macbook-air-m2-2022-blanco-estrella-1242231721,https://es.wallapop.com/item/macbook-air-m2-2022-blanco-estrella-1242231721,1 / 5,600.0,"Portátil MacBook Air con chip M2, modelo de 2022.

-Caja Original con accesorios incluidos.
- Color blanco estrella.
- Pantalla Retina 13,6

Color
Oro rosa",https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909122.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909161.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909153.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909140.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909149.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909122.jpg?pictureSize=W320,32,https://cdn.wallapop.com/images/10420/kj/lc/__/c10420p1242231721/i6369909122.jpg?pictureSize=W640,,5.0,2,Aldaia,,,desconocida,-1,0,0,8,Valencia,2026-03-19 23:14:41,0,6.398594934535208,1.178255703208747,0.0,0,0,5,155,25.83333333333333,0,2,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,-1.5,0.02726832303716945,0,Legítimo
macbook-11-5-2019-rosa-plata-1240447971,https://es.wallapop.com/item/macbook-11-5-2019-rosa-plata-1240447971,1 / 3,220.0,"MacBook de 11.5 pulgadas del año 2019. Se encuentra en excelente estado.

- Color rosa y plateado.
Color
Rosa",https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079157.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079167.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079177.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079157.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079167.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079177.jpg?pictureSize=W320,26,https://cdn.wallapop.com/images/10420/ki/j3/__/c10420p1240447971/i6359079157.jpg?pictureSize=W640,,5.0,1,Valencia,,,desconocida,-1,0,0,8,Valencia,2026-03-19 23:14:46,0,5.3981627015177525,0.2049140353406516,0.0,0,0,5,109,18.166666666666668,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.006294339775867354,0,Legítimo
macbook-air-m2-8gb-ram-512gb-ssd-1239869687,https://es.wallapop.com/item/macbook-air-m2-8gb-ram-512gb-ssd-1239869687,1 / 5,330.0,"Vendo MacBook Air con chip M2, 8GB de RAM y 512GB de almacenamiento.
El portátil funciona perfectamente, todo el sistema, teclado, batería(99%) y rendimiento están en buen estado.

⚠️ Detalle:
La pantalla tiene líneas/daño visible (como se ve en la foto). Aun así sigue siendo usable aproximadamente en un 70–75% y el Mac funciona sin problemas.

Ideal para:
• Usarlo con monitor externo
• Reparar la pantalla
• Alguien que quiera un Mac M2 barato

📦 Incluye:
• MacBook Air M2
• Caja original

💻 Especificaciones:
• Apple M2 chip
• 8GB RAM
• 512GB SSD
• macOS funcionando perfectamente

💰 Precio: 330
Color
Gris espacial",https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250785.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250798.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250788.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250806.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250810.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250785.jpg?pictureSize=W320,42,https://cdn.wallapop.com/images/10420/ki/6p/__/c10420p1239869687/i6355250785.jpg?pictureSize=W640,,5.0,5,Puerto de Sagunto,,,desconocida,-1,0,0,44,Valencia,2026-03-19 23:14:52,0,5.802118375377063,0.4866708339340476,0.0,0,0,5,620,103.33333333333331,0,1,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,0.0,0.12329068186666094,0,Legítimo
macbook-pro-2017-plata-1242734581,https://es.wallapop.com/item/macbook-pro-2017-plata-1242734581,1 / 3,200.0,"Portátil MacBook Pro de 2017. Diseño elegante y ligero, ideal para el día a día.

- Pantalla de alta resolución.
- Teclado retroiluminado.
- Trackpad amplio y preciso.
Color
Gris",https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047728.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047734.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047732.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047728.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047734.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047732.jpg?pictureSize=W320,25,https://cdn.wallapop.com/images/10420/kj/w4/__/c10420p1242734581/i6373047728.jpg?pictureSize=W640,,4.8,5,Castellón de la Plana/Castelló de la Plana,,,desconocida,-1,0,0,2,Valencia,2026-03-19 23:14:57,0,5.303304908059076,0.1536855265054887,0.0,0,0,5,178,29.666666666666668,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.04623348783907229,0,Legítimo
macbook-air-2020-i3-oro-rosa-1240160660,https://es.wallapop.com/item/macbook-air-2020-i3-oro-rosa-1240160660,1 / 4,325.0,"Portátil MacBook Air en color oro rosa. Modelo de 2020 con procesador i3. 8GB RAM, 256GB SSD. Muy buen estado, sin rayones, batería en buen estado.
- cable original
- Pantalla de 13 pulgadas.
- Teclado retroiluminado.
- Trackpad amplio.
Color
Oro rosa",https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239853.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239861.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239866.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239880.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239853.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239861.jpg?pictureSize=W320,40,https://cdn.wallapop.com/images/10420/ki/cy/__/c10420p1240160660/i6357239853.jpg?pictureSize=W640,,5.0,2,Valencia,,,desconocida,-1,0,0,4,Valencia,2026-03-19 23:15:02,0,5.786897381366708,0.4738637067252569,0.0,0,0,5,251,41.833333333333336,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.023689243790727888,0,Legítimo
macbook-air-apple-gris-plata-1240209954,https://es.wallapop.com/item/macbook-air-apple-gris-plata-1240209954,1 / 3,370.0,"Portátil MacBook Air en acabado gris y plata.

- Diseño elegante y ligero.
- Teclado retroiluminado.
Color
Gris",https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508056.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508064.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508072.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508056.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508064.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508072.jpg?pictureSize=W320,41,https://cdn.wallapop.com/images/10420/ki/e0/__/c10420p1240209954/i6357508056.jpg?pictureSize=W640,,5.0,13,Valencia,,,desconocida,-1,0,0,7,Valencia,2026-03-19 23:15:08,0,5.916202062607435,0.5891278516043735,0.0,0,0,5,111,18.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.003496720728248306,0,Legítimo
macbook-pro-touch-bar-para-piezas-1242500186,https://es.wallapop.com/item/macbook-pro-touch-bar-para-piezas-1242500186,1 / 7,130.0,"MacBook Pro 15 modelo A1707 con Touch Bar, es para piezas o reparar tiene mal la pantalla la falta 1 tecla i tiene 2 sueltas en la parte de atrás le faltan tornillos no sé nada acerca de el no está comprobado su funcionamiento ya que no dispongo d cargador adquirido de un vaciado de un trastero una vez comprado no se aceptan devoluciones lo entrego tal cual sin cargador trato en mano en la foto está el modelo
Color
Plateado",https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371662945.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371662985.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371663016.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371663044.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371663060.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371663080.jpg?pictureSize=W640,48,https://cdn.wallapop.com/images/10420/kj/r3/__/c10420p1242500186/i6371662945.jpg?pictureSize=W640,,5.0,5,Burjassot,,,desconocida,-1,0,0,1,Valencia,2026-03-19 23:15:14,0,4.875197323201151,-0.0256142544175814,0.0714285714280612,0,0,5,427,71.16666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.03994777428855886,0,Legítimo
macbook-pro-2020-1241568201,https://es.wallapop.com/item/macbook-pro-2020-1241568201,325 €,325.0,"MacBook Pro de 2020.

- Color gris espacial.
- Diseño elegante y moderno.
Color
Plateado",https://cdn.wallapop.com/images/10420/kj/74/__/c10420p1241568201/i6365663636.jpg?pictureSize=W640|https://cdn.wallapop.com/images/13/0l/lk/__/c13p36278379/i3610114368.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kk/28/__/c10420p1243020732/i6374810903.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kf/hg/__/c10420p1235331687/i6323460535.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kj/y7/__/c10420p1242832851/i6373723927.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kk/0z/__/c10420p1242961279/i6374497486.jpg?pictureSize=W320,35,https://cdn.wallapop.com/images/10420/kj/74/__/c10420p1241568201/i6365663636.jpg?pictureSize=W640,,4.9,36,Castellón de la Plana/Castelló de la Plana,,,desconocida,-1,0,0,3,Valencia,2026-03-19 23:15:19,0,5.786897381366708,0.4738637067252569,0.0,0,0,5,88,14.666666666666666,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.003496720728248306,0,Legítimo
macbook-pro-13-bateria-nueva-1240504683,https://es.wallapop.com/item/macbook-pro-13-bateria-nueva-1240504683,1 / 4,99.0,"MacBook Pro de 13 pulgadas con batería recién cambiada. Un portátil fiable y elegante, modelo antiguo pero con el penultimo sistema instalado , va muy bien aun, para youtube , ofimatica , etc , bateria recien cambiada , cargador nuevo ,
SSD-
4 Ram

- Batería nueva instalada.
- Diseño plateado.
Color
Plateado",https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428867.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428894.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428886.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428877.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428867.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428894.jpg?pictureSize=W320,41,https://cdn.wallapop.com/images/10420/ki/kb/__/c10420p1240504683/i6359428867.jpg?pictureSize=W640,,5.0,11,Albacete,,,desconocida,-1,0,0,14,Valencia,2026-03-19 23:15:25,0,4.605170185988092,-0.1050184431120839,0.292857142855051,0,0,5,309,51.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.05266009208552684,0,Legítimo
macbook-pro-a1278-16-gb-ram-1241068446,https://es.wallapop.com/item/macbook-pro-a1278-16-gb-ram-1241068446,1 / 6,150.0,"Portátil MacBook Pro A1278.

- Modelo: A1278
- 16 gb RAM
-13 pulgadas
- Color: Plata
Color
Plateado",https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029354.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029372.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029384.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029394.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029406.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029417.jpg?pictureSize=W640,45,https://cdn.wallapop.com/images/10420/ki/we/__/c10420p1241068446/i6363029354.jpg?pictureSize=W640,,4.95,35,Valencia,,,desconocida,-1,0,0,3,Valencia,2026-03-19 23:15:31,0,5.017279836814924,0.0256142544175814,0.0,0,0,5,99,16.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.003496720728248306,0,Legítimo
macbook-air-13-m4-2025-azul-marino-1239983238,https://es.wallapop.com/item/macbook-air-13-m4-2025-azul-marino-1239983238,1 / 17,819.0,"Este MacBook Air de 13 pulgadas presenta un elegante diseño en color azul marino.

- Pantalla de 13 pulgadas.
- Chip M4.
- Modelo 2025.
SOLO 2 CICLOS DE CARGA,NUEVO
Color
Azul",https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356150286.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356150291.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356150293.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356151782.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356151774.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356151805.jpg?pictureSize=W640,62,https://cdn.wallapop.com/images/10420/ki/95/__/c10420p1239983238/i6356150286.jpg?pictureSize=W640,,4.9,566,La Campaneta,,,desconocida,-1,0,0,55,Valencia,2026-03-19 23:15:36,0,6.709304340258298,1.739207874953781,0.0,0,0,6,175,25.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.03678351734856535,0,Legítimo
macbook-air-plata-2020-1239623791,https://es.wallapop.com/item/macbook-air-plata-2020-1239623791,1 / 7,320.0,"MacBook Air 13” Retina 2020 – 8GB RAM – Buen estado
Vendo MacBook Air Retina de 13 pulgadas (modelo 2020). Funciona perfectamente, ideal para estudiar, teletrabajo, ofimática, navegación y tareas del día a día.
-Procesador Intel Core i3 1.1 GHz -8 GB RAM -Pantalla Retina 13” -Intel Iris Plus Graphics -macOS Sonoma actualizado -Buen estado general
⚠️ Tiene una pequeña mancha de luz en la pantalla casi imperceptible que se aprecia en las fotos (parte alta de la pantalla). No afecta al funcionamiento.
⚠️ No incluye cargador ni caja original. Se entrega formateado y listo para usar.
Precio negociable dentro de lo razonable.
Color
Plateado",https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596590.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596693.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596622.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596650.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596634.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596722.jpg?pictureSize=W640,49,https://cdn.wallapop.com/images/10420/ki/1f/__/c10420p1239623791/i6353596590.jpg?pictureSize=W640,,4.9,15,Valencia,,,desconocida,-1,0,0,5,Valencia,2026-03-19 23:15:41,0,5.771441123130016,0.4610565795164662,0.0,0,0,5,642,107.0,1,1,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,2.0,0.6275472865593208,1,⚠️ Fraude
macbook-pro-15-touch-bar-2019-plata-1241492421,https://es.wallapop.com/item/macbook-pro-15-touch-bar-2019-plata-1241492421,1 / 10,330.0,"Portátil MacBook Pro de 15 pulgadas con Touch Bar, modelo de 2019.
15.4-inch (diagonal) Retina LED-backlit display with True Tone technology; 2880 by 1800 pixels.
MacOs Sequoia 15.7.4
Touch id
• 2.6GHz 6-core Intel Core i7 with 12MB shared L3 cache (Turbo Boost up to 4.5GHZ)
• 16GB of 2400MHz DDR4 memory
• 256GB PCle-based SSD
• Radeon Pro 555X with 4GB of GDDR5 memory
• Intel UHD Graphics 630
• Four Thunderbolt 3 (USB-C) ports; support for high-speed I/0 and videoinput
Caja y cargador incluido
Iluminación teclado no funciona ,de repente dejo de funcionar
Mas información en las fotos




Color
Gris espacial",https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365274133.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365274151.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365274189.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365274182.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365274185.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365277116.jpg?pictureSize=W640,46,https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241492421/i6365274133.jpg?pictureSize=W640,,4.85,45,Torrent,,,desconocida,-1,0,0,15,Valencia,2026-03-19 23:15:46,0,5.802118375377063,0.4866708339340476,0.0,0,0,6,614,87.71428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.13823335166600906,0,Legítimo
macbook-pro-2017-plata-1242880984,https://es.wallapop.com/item/macbook-pro-2017-plata-1242880984,1 / 4,100.0,"Portátil MacBook Pro de 2017.

- Pantalla de 15 pulgadas.
- Teclado retroiluminado.
- Trackpad amplio.
Color
Plateado",https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374010717.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374010754.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374015430.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374020812.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374010717.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374010754.jpg?pictureSize=W320,26,https://cdn.wallapop.com/images/10420/kj/z9/__/c10420p1242880984/i6374010717.jpg?pictureSize=W640,,5.0,6,Llíria,,,desconocida,-1,0,0,6,Valencia,2026-03-19 23:15:51,0,4.61512051684126,-0.1024570176703258,0.2857142857122449,0,0,5,117,19.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.007335798765682544,0,Legítimo
macbook-pro-a1708-para-piezas-lcd-roto-1240483577,https://es.wallapop.com/item/macbook-pro-a1708-para-piezas-lcd-roto-1240483577,1 / 3,100.0,"MacBook Pro A1708, ideal para obtener componentes o para reparar. La pantalla LCD está rota.

- Modelo: A1708
- Color: Gris espacial
Color
Gris",https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303745.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303761.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303777.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303745.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303761.jpg?pictureSize=W320|https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303777.jpg?pictureSize=W320,28,https://cdn.wallapop.com/images/10420/ki/jv/__/c10420p1240483577/i6359303745.jpg?pictureSize=W640,,5.0,7,Sagunt/Sagunto,,,desconocida,-1,0,0,12,Valencia,2026-03-19 23:15:56,0,4.61512051684126,-0.1024570176703258,0.2857142857122449,0,0,5,143,23.83333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.012781471842605622,0,Legítimo
macbook-air-a1466-plata-1241283921,https://es.wallapop.com/item/macbook-air-a1466-plata-1241283921,1 / 10,80.0,"MacBook Air modelo A1466, de mediados de 2012. Procesador Intel Core i5 de doble núcleo a 1,8 GHz.

- Pantalla de 13 pulgadas.
- 4 GB de memoria RAM DDR3.
- Gráficos Intel HD Graphics 4000.

Funciona perfectamente. Solo tiene pequeños desperfectos estéticos que se ven en las fotos. Pantalla, teclado y conexiones, todo perfecto. La batería está muerta, se debe usar conectado o cambiar la batería. Se entrega con el cargador original de Apple.
Color
Plateado",https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244309.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244321.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244331.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244353.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244402.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244435.jpg?pictureSize=W640,51,https://cdn.wallapop.com/images/10420/kj/10/__/c10420p1241283921/i6364244309.jpg?pictureSize=W640,,5.0,120,Alboraya,,,desconocida,-1,0,0,3,Valencia,2026-03-19 23:16:02,0,4.394449154672439,-0.1536855265054887,0.4285714285683674,0,0,6,459,65.57142857142857,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0,1.5,0.056704061124518444,0,Legítimo
